Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.7595        -332.9323    -335.7582       2.8259   299.5
1.7600        -332.9187    -335.8339       2.9152   308.9
1.7605        -332.9045    -335.9247       3.0202   320.1
1.7610        -332.8890    -336.0014       3.1125   329.8
1.7615        -332.8718    -336.0425       3.1706   336.0
1.7620        -332.8532    -336.0419       3.1887   337.9
1.7625        -332.8333    -336.0104       3.1771   336.7
1.7630        -332.8128    -335.9774       3.1646   335.4
1.7635        -332.7927    -335.9808       3.1881   337.9
1.7640        -332.7739    -336.0465       3.2727   346.8
1.7645        -332.7566    -336.1726       3.4160   362.0
1.7650        -332.7398    -336.3254       3.5856   380.0
1.7655        -332.7218    -336.4558       3.7340   395.7
1.7660        -332.7016    -336.5250       3.8235   405.2
1.7665        -332.6804    -336.5248       3.8444   407.4
1.7670        -332.6594    -336.4733       3.8139   404.2
1.7675        -332.6400    -336.4001       3.7601   398.5
1.7680        -332.6220    -336.3300       3.7080   393.0
1.7685        -332.6056    -336.2795       3.6739   389.4
1.7690        -332.5898    -336.2539       3.6640   388.3
1.7695        -332.5749    -336.2543       3.6794   389.9
1.7700        -332.5609    -336.2793       3.7184   394.1
1.7705        -332.5480    -336.3212       3.7732   399.9
1.7710        -332.5363    -336.3608       3.8244   405.3
1.7715        -332.5247    -336.3722       3.8476   407.8
1.7720        -332.5131    -336.3389       3.8258   405.4
1.7725        -332.5013    -336.2597       3.7584   398.3
1.7730        -332.4897    -336.1519       3.6622   388.1
1.7735        -332.4790    -336.0404       3.5614   377.4
1.7740        -332.4699    -335.9463       3.4764   368.4
1.7745        -332.4620    -335.8787       3.4167   362.1
1.7750        -332.4544    -335.8342       3.3798   358.2
1.7755        -332.4469    -335.8072       3.3603   356.1
1.7760        -332.4401    -335.7930       3.3529   355.3
1.7765        -332.4325    -335.7863       3.3538   355.4
1.7770        -332.4252    -335.7894       3.3642   356.5
1.7775        -332.4178    -335.8047       3.3869   358.9
1.7780        -332.4114    -335.8336       3.4223   362.7
1.7785        -332.4052    -335.8695       3.4643   367.1
1.7790        -332.3995    -335.9003       3.5007   371.0
1.7795        -332.3930    -335.9154       3.5224   373.3
1.7800        -332.3863    -335.9176       3.5314   374.2
1.7805        -332.3797    -335.9189       3.5392   375.1
1.7810        -332.3736    -335.9348       3.5612   377.4
1.7815        -332.3685    -335.9775       3.6090   382.5
1.7820        -332.3648    -336.0488       3.6841   390.4
1.7825        -332.3624    -336.1375       3.7751   400.1
1.7830        -332.3607    -336.2197       3.8590   409.0
1.7835        -332.3593    -336.2703       3.9109   414.5
1.7840        -332.3578    -336.2730       3.9152   414.9
1.7845        -332.3555    -336.2297       3.8742   410.6
1.7850        -332.3536    -336.1633       3.8097   403.7
1.7855        -332.3528    -336.1044       3.7516   397.6
1.7860        -332.3541    -336.0786       3.7245   394.7
1.7865        -332.3578    -336.0915       3.7337   395.7
1.7870        -332.3625    -336.1259       3.7634   398.8
1.7875        -332.3682    -336.1559       3.7877   401.4
1.7880        -332.3734    -336.1547       3.7813   400.7
1.7885        -332.3786    -336.1112       3.7326   395.6
1.7890        -332.3841    -336.0271       3.6430   386.1
1.7895        -332.3893    -335.9113       3.5220   373.3
1.7900        -332.3943    -335.7828       3.3884   359.1
1.7905        -332.3996    -335.6641       3.2644   346.0
1.7910        -332.4045    -335.5758       3.1714   336.1
1.7915        -332.4098    -335.5366       3.1268   331.4
1.7920        -332.4161    -335.5538       3.1377   332.5
1.7925        -332.4236    -335.6153       3.1917   338.2
1.7930        -332.4319    -335.6890       3.2571   345.2
1.7935        -332.4395    -335.7349       3.2954   349.2
1.7940        -332.4454    -335.7264       3.2809   347.7
1.7945        -332.4500    -335.6621       3.2121   340.4
1.7950        -332.4532    -335.5648       3.1115   329.8
1.7955        -332.4560    -335.4721       3.0161   319.6
1.7960        -332.4593    -335.4221       2.9627   314.0
1.7965        -332.4638    -335.4371       2.9734   315.1
1.7970        -332.4695    -335.5154       3.0459   322.8
1.7975        -332.4761    -335.6317       3.1555   334.4
1.7980        -332.4827    -335.7473       3.2645   346.0
1.7985        -332.4883    -335.8247       3.3364   353.6
1.7990        -332.4929    -335.8423       3.3494   355.0
1.7995        -332.4965    -335.7971       3.3006   349.8
1.8000        -332.4996    -335.7028       3.2032   339.5
1.8005        -332.5016    -335.5857       3.0841   326.8
1.8010        -332.5032    -335.4816       2.9784   315.6
1.8015        -332.5056    -335.4234       2.9177   309.2
1.8020        -332.5099    -335.4229       2.9129   308.7
1.8025        -332.5151    -335.4601       2.9450   312.1
1.8030        -332.5193    -335.4966       2.9773   315.5
1.8035        -332.5216    -335.5034       2.9818   316.0
1.8040        -332.5218    -335.4747       2.9529   312.9
1.8045        -332.5212    -335.4293       2.9081   308.2
1.8050        -332.5203    -335.3976       2.8773   304.9
1.8055        -332.5204    -335.4068       2.8864   305.9
1.8060        -332.5214    -335.4652       2.9438   312.0
1.8065        -332.5229    -335.5610       3.0381   322.0
1.8070        -332.5242    -335.6685       3.1443   333.2
1.8075        -332.5242    -335.7604       3.2362   343.0
1.8080        -332.5237    -335.8229       3.2992   349.6
1.8085        -332.5227    -335.8529       3.3302   352.9
1.8090        -332.5220    -335.8543       3.3323   353.1
1.8095        -332.5207    -335.8317       3.3111   350.9
1.8100        -332.5188    -335.7974       3.2787   347.5
1.8105        -332.5169    -335.7738       3.2570   345.2
1.8110        -332.5156    -335.7845       3.2689   346.4
1.8115        -332.5166    -335.8381       3.3215   352.0
1.8120        -332.5189    -335.9132       3.3943   359.7
1.8125        -332.5207    -335.9702       3.4495   365.6
1.8130        -332.5212    -335.9788       3.4576   366.4
1.8135        -332.5202    -335.9342       3.4139   361.8
1.8140        -332.5184    -335.8554       3.3370   353.7
1.8145        -332.5167    -335.7774       3.2607   345.6
1.8150        -332.5156    -335.7361       3.2205   341.3
1.8155        -332.5155    -335.7576       3.2421   343.6
1.8160        -332.5165    -335.8504       3.3339   353.3
1.8165        -332.5191    -336.0030       3.4839   369.2
1.8170        -332.5226    -336.1832       3.6606   387.9
1.8175        -332.5268    -336.3502       3.8233   405.2
1.8180        -332.5316    -336.4621       3.9305   416.5
1.8185        -332.5357    -336.4874       3.9517   418.8
1.8190        -332.5387    -336.4209       3.8821   411.4
1.8195        -332.5412    -336.2876       3.7464   397.0
1.8200        -332.5437    -336.1362       3.5925   380.7
1.8205        -332.5469    -336.0219       3.4750   368.3
1.8210        -332.5525    -335.9845       3.4320   363.7
1.8215        -332.5615    -336.0269       3.4654   367.3
1.8220        -332.5713    -336.1103       3.5389   375.0
1.8225        -332.5806    -336.1820       3.6014   381.7
1.8230        -332.5887    -336.2040       3.6153   383.1
1.8235        -332.5962    -336.1661       3.5699   378.3
1.8240        -332.6029    -336.0792       3.4763   368.4
1.8245        -332.6094    -335.9688       3.3593   356.0
1.8250        -332.6163    -335.8640       3.2477   344.2
1.8255        -332.6232    -335.7894       3.1663   335.6
1.8260        -332.6304    -335.7627       3.1323   332.0
1.8265        -332.6382    -335.7903       3.1521   334.1
1.8270        -332.6473    -335.8659       3.2186   341.1
1.8275        -332.6572    -335.9662       3.3089   350.7
1.8280        -332.6668    -336.0578       3.3910   359.4
1.8285        -332.6762    -336.1124       3.4361   364.2
1.8290        -332.6844    -336.1133       3.4289   363.4
1.8295        -332.6919    -336.0653       3.3734   357.5
1.8300        -332.6991    -335.9873       3.2881   348.5
1.8305        -332.7062    -335.9036       3.1973   338.8
1.8310        -332.7138    -335.8353       3.1215   330.8
1.8315        -332.7220    -335.7924       3.0704   325.4
1.8320        -332.7305    -335.7731       3.0427   322.5
1.8325        -332.7386    -335.7668       3.0283   320.9
1.8330        -332.7458    -335.7631       3.0173   319.8
1.8335        -332.7526    -335.7580       3.0054   318.5
1.8340        -332.7585    -335.7536       2.9951   317.4
1.8345        -332.7643    -335.7581       2.9937   317.3
1.8350        -332.7698    -335.7793       3.0095   318.9
1.8355        -332.7755    -335.8244       3.0489   323.1
1.8360        -332.7814    -335.8948       3.1134   330.0
1.8365        -332.7875    -335.9870       3.1995   339.1
1.8370        -332.7939    -336.0917       3.2979   349.5
1.8375        -332.8007    -336.1966       3.3959   359.9
1.8380        -332.8076    -336.2883       3.4807   368.9
1.8385        -332.8139    -336.3588       3.5450   375.7
1.8390        -332.8206    -336.4134       3.5929   380.8
1.8395        -332.8278    -336.4620       3.6342   385.1
1.8400        -332.8368    -336.5116       3.6748   389.4
1.8405        -332.8474    -336.5520       3.7047   392.6
1.8410        -332.8577    -336.5608       3.7031   392.4
1.8415        -332.8678    -336.5269       3.6592   387.8
1.8420        -332.8762    -336.4564       3.5802   379.4
1.8425        -332.8857    -336.3728       3.4870   369.5
1.8430        -332.8957    -336.2965       3.4008   360.4
1.8435        -332.9058    -336.2412       3.3354   353.5
1.8440        -332.9166    -336.2122       3.2956   349.3
1.8445        -332.9275    -336.2057       3.2782   347.4
1.8450        -332.9383    -336.2154       3.2771   347.3
1.8455        -332.9489    -336.2356       3.2867   348.3
1.8460        -332.9600    -336.2622       3.3023   350.0
1.8465        -332.9711    -336.2891       3.3179   351.6
1.8470        -332.9827    -336.3089       3.3262   352.5
1.8475        -332.9937    -336.3154       3.3218   352.0
1.8480        -333.0045    -336.3094       3.3049   350.2
1.8485        -333.0148    -336.2977       3.2829   347.9
1.8490        -333.0250    -336.2937       3.2688   346.4
1.8495        -333.0360    -336.3102       3.2741   347.0
1.8500        -333.0484    -336.3470       3.2986   349.6
1.8505        -333.0613    -336.3876       3.3263   352.5
1.8510        -333.0736    -336.4110       3.3374   353.7
1.8515        -333.0852    -336.4061       3.3208   351.9
1.8520        -333.0966    -336.3721       3.2754   347.1
1.8525        -333.1078    -336.3125       3.2047   339.6
1.8530        -333.1174    -336.2342       3.1168   330.3
1.8535        -333.1265    -336.1532       3.0267   320.8
1.8540        -333.1347    -336.0909       2.9563   313.3
1.8545        -333.1435    -336.0692       2.9257   310.1
1.8550        -333.1531    -336.0958       2.9428   311.9
1.8555        -333.1631    -336.1610       2.9979   317.7
1.8560        -333.1732    -336.2429       3.0697   325.3
1.8565        -333.1834    -336.3172       3.1337   332.1
1.8570        -333.1925    -336.3612       3.1687   335.8
1.8575        -333.2007    -336.3669       3.1662   335.5
1.8580        -333.2080    -336.3421       3.1342   332.2
1.8585        -333.2147    -336.3080       3.0932   327.8
1.8590        -333.2217    -336.2883       3.0666   325.0
1.8595        -333.2297    -336.2976       3.0679   325.1
1.8600        -333.2388    -336.3312       3.0924   327.7
1.8605        -333.2476    -336.3683       3.1207   330.7
1.8610        -333.2552    -336.3890       3.1338   332.1
1.8615        -333.2621    -336.3849       3.1228   330.9
1.8620        -333.2689    -336.3561       3.0872   327.2
1.8625        -333.2759    -336.3017       3.0258   320.7
1.8630        -333.2819    -336.2191       2.9372   311.3
1.8635        -333.2856    -336.1154       2.8298   299.9
1.8640        -333.2882    -336.0164       2.7281   289.1
1.8645        -333.2909    -335.9555       2.6646   282.4
1.8650        -333.2941    -335.9569       2.6628   282.2
1.8655        -333.2984    -336.0243       2.7259   288.9
1.8660        -333.3032    -336.1372       2.8339   300.3
1.8665        -333.3078    -336.2599       2.9521   312.9
1.8670        -333.3113    -336.3567       3.0454   322.7
1.8675        -333.3128    -336.4043       3.0915   327.6
1.8680        -333.3134    -336.4030       3.0896   327.4
1.8685        -333.3128    -336.3726       3.0598   324.3
1.8690        -333.3126    -336.3431       3.0305   321.2
1.8695        -333.3136    -336.3349       3.0213   320.2
1.8700        -333.3149    -336.3494       3.0345   321.6
1.8705        -333.3158    -336.3752       3.0594   324.2
1.8710        -333.3163    -336.4003       3.0840   326.8
1.8715        -333.3162    -336.4188       3.1027   328.8
1.8720        -333.3165    -336.4290       3.1125   329.9
1.8725        -333.3168    -336.4232       3.1064   329.2
1.8730        -333.3166    -336.3897       3.0731   325.7
1.8735        -333.3150    -336.3238       3.0088   318.9
1.8740        -333.3122    -336.2379       2.9257   310.1
1.8745        -333.3085    -336.1587       2.8501   302.1
1.8750        -333.3057    -336.1155       2.8098   297.8
1.8755        -333.3039    -336.1232       2.8193   298.8
1.8760        -333.3027    -336.1741       2.8714   304.3
1.8765        -333.3018    -336.2418       2.9400   311.6
1.8770        -333.2995    -336.2933       2.9938   317.3
1.8775        -333.2958    -336.3083       3.0125   319.3
1.8780        -333.2905    -336.2857       2.9952   317.4
1.8785        -333.2846    -336.2432       2.9586   313.5
1.8790        -333.2788    -336.2050       2.9262   310.1
1.8795        -333.2745    -336.1850       2.9105   308.4
1.8800        -333.2697    -336.1793       2.9096   308.4
