Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.4925        -332.3860    -336.0265       3.6405   385.8
1.4930        -332.3863    -336.1378       3.7515   397.6
1.4935        -332.3854    -336.1764       3.7910   401.8
1.4940        -332.3827    -336.1328       3.7500   397.4
1.4945        -332.3794    -336.0309       3.6515   387.0
1.4950        -332.3771    -335.9149       3.5378   374.9
1.4955        -332.3765    -335.8254       3.4489   365.5
1.4960        -332.3776    -335.7825       3.4049   360.8
1.4965        -332.3799    -335.7838       3.4039   360.7
1.4970        -332.3831    -335.8116       3.4285   363.3
1.4975        -332.3862    -335.8412       3.4550   366.2
1.4980        -332.3886    -335.8566       3.4680   367.5
1.4985        -332.3909    -335.8529       3.4621   366.9
1.4990        -332.3934    -335.8317       3.4383   364.4
1.4995        -332.3955    -335.7982       3.4028   360.6
1.5000        -332.3978    -335.7624       3.3646   356.6
1.5005        -332.4001    -335.7360       3.3359   353.5
1.5010        -332.4023    -335.7311       3.3288   352.8
1.5015        -332.4057    -335.7574       3.3516   355.2
1.5020        -332.4105    -335.8080       3.3975   360.1
1.5025        -332.4153    -335.8591       3.4438   365.0
1.5030        -332.4195    -335.8876       3.4682   367.5
1.5035        -332.4224    -335.8864       3.4640   367.1
1.5040        -332.4246    -335.8698       3.4452   365.1
1.5045        -332.4275    -335.8648       3.4373   364.3
1.5050        -332.4320    -335.8916       3.4596   366.6
1.5055        -332.4381    -335.9517       3.5137   372.4
1.5060        -332.4451    -336.0278       3.5826   379.7
1.5065        -332.4527    -336.0932       3.6405   385.8
1.5070        -332.4602    -336.1245       3.6643   388.3
1.5075        -332.4671    -336.1090       3.6419   386.0
1.5080        -332.4737    -336.0527       3.5790   379.3
1.5085        -332.4799    -335.9767       3.4968   370.6
1.5090        -332.4869    -335.9103       3.4234   362.8
1.5095        -332.4948    -335.8768       3.3821   358.4
1.5100        -332.5041    -335.8841       3.3800   358.2
1.5105        -332.5142    -335.9210       3.4068   361.0
1.5110        -332.5241    -335.9659       3.4418   364.7
1.5115        -332.5339    -335.9992       3.4653   367.2
1.5120        -332.5446    -336.0046       3.4600   366.7
1.5125        -332.5544    -335.9641       3.4097   361.4
1.5130        -332.5626    -335.8740       3.3114   350.9
1.5135        -332.5689    -335.7548       3.1859   337.6
1.5140        -332.5751    -335.6489       3.0738   325.8
1.5145        -332.5821    -335.5962       3.0141   319.4
1.5150        -332.5910    -335.6132       3.0221   320.3
1.5155        -332.6011    -335.6842       3.0830   326.7
1.5160        -332.6114    -335.7729       3.1615   335.0
1.5165        -332.6209    -335.8409       3.2200   341.3
1.5170        -332.6295    -335.8616       3.2321   342.5
1.5175        -332.6367    -335.8247       3.1880   337.9
1.5180        -332.6434    -335.7393       3.0959   328.1
1.5185        -332.6489    -335.6259       2.9769   315.5
1.5190        -332.6535    -335.5139       2.8604   303.1
1.5195        -332.6586    -335.4354       2.7768   294.3
1.5200        -332.6642    -335.4093       2.7451   290.9
1.5205        -332.6704    -335.4347       2.7643   292.9
1.5210        -332.6763    -335.4915       2.8152   298.4
1.5215        -332.6809    -335.5573       2.8763   304.8
1.5220        -332.6857    -335.6160       2.9303   310.5
1.5225        -332.6900    -335.6518       2.9618   313.9
1.5230        -332.6930    -335.6522       2.9593   313.6
1.5235        -332.6949    -335.6160       2.9211   309.6
1.5240        -332.6950    -335.5560       2.8610   303.2
1.5245        -332.6951    -335.4988       2.8036   297.1
1.5250        -332.6955    -335.4692       2.7738   294.0
1.5255        -332.6965    -335.4799       2.7834   295.0
1.5260        -332.6979    -335.5252       2.8273   299.6
1.5265        -332.6990    -335.5872       2.8882   306.1
1.5270        -332.6996    -335.6451       2.9456   312.2
1.5275        -332.6994    -335.6824       2.9830   316.1
1.5280        -332.6979    -335.6895       2.9917   317.0
1.5285        -332.6957    -335.6687       2.9730   315.1
1.5290        -332.6927    -335.6320       2.9393   311.5
1.5295        -332.6899    -335.5968       2.9069   308.1
1.5300        -332.6873    -335.5768       2.8895   306.2
1.5305        -332.6853    -335.5728       2.8875   306.0
1.5310        -332.6825    -335.5732       2.8907   306.4
1.5315        -332.6789    -335.5692       2.8903   306.3
1.5320        -332.6739    -335.5610       2.8872   306.0
1.5325        -332.6689    -335.5593       2.8903   306.3
1.5330        -332.6633    -335.5731       2.9098   308.4
1.5335        -332.6582    -335.6100       2.9518   312.8
1.5340        -332.6528    -335.6661       3.0132   319.3
1.5345        -332.6476    -335.7286       3.0810   326.5
1.5350        -332.6411    -335.7823       3.1412   332.9
1.5355        -332.6343    -335.8223       3.1880   337.9
1.5360        -332.6270    -335.8491       3.2221   341.5
1.5365        -332.6197    -335.8661       3.2464   344.0
1.5370        -332.6130    -335.8732       3.2602   345.5
1.5375        -332.6061    -335.8646       3.2585   345.3
1.5380        -332.5989    -335.8355       3.2366   343.0
1.5385        -332.5907    -335.7880       3.1973   338.8
1.5390        -332.5818    -335.7374       3.1556   334.4
1.5395        -332.5737    -335.7072       3.1336   332.1
1.5400        -332.5663    -335.7117       3.1454   333.3
1.5405        -332.5597    -335.7479       3.1881   337.9
1.5410        -332.5531    -335.7967       3.2436   343.8
1.5415        -332.5458    -335.8376       3.2918   348.9
1.5420        -332.5376    -335.8606       3.3231   352.2
1.5425        -332.5288    -335.8685       3.3397   353.9
1.5430        -332.5204    -335.8707       3.3503   355.1
1.5435        -332.5119    -335.8754       3.3635   356.5
1.5440        -332.5042    -335.8907       3.3865   358.9
1.5445        -332.4968    -335.9188       3.4220   362.7
1.5450        -332.4899    -335.9562       3.4662   367.3
1.5455        -332.4833    -335.9951       3.5118   372.2
1.5460        -332.4758    -336.0291       3.5533   376.6
1.5465        -332.4689    -336.0619       3.5930   380.8
1.5470        -332.4627    -336.0976       3.6350   385.2
1.5475        -332.4577    -336.1347       3.6770   389.7
1.5480        -332.4533    -336.1624       3.7091   393.1
1.5485        -332.4496    -336.1664       3.7169   393.9
1.5490        -332.4458    -336.1329       3.6871   390.7
1.5495        -332.4413    -336.0592       3.6179   383.4
1.5500        -332.4366    -335.9623       3.5257   373.6
1.5505        -332.4321    -335.8709       3.4387   364.4
1.5510        -332.4292    -335.8118       3.3825   358.5
1.5515        -332.4276    -335.7937       3.3662   356.7
1.5520        -332.4269    -335.8081       3.3811   358.3
1.5525        -332.4269    -335.8345       3.4076   361.1
1.5530        -332.4262    -335.8482       3.4220   362.7
1.5535        -332.4246    -335.8345       3.4099   361.4
1.5540        -332.4223    -335.7960       3.3736   357.5
1.5545        -332.4203    -335.7506       3.3303   352.9
1.5550        -332.4183    -335.7193       3.3010   349.8
1.5555        -332.4173    -335.7181       3.3008   349.8
1.5560        -332.4173    -335.7512       3.3339   353.3
1.5565        -332.4174    -335.8108       3.3934   359.6
1.5570        -332.4175    -335.8857       3.4682   367.5
1.5575        -332.4181    -335.9657       3.5477   376.0
1.5580        -332.4199    -336.0386       3.6187   383.5
1.5585        -332.4218    -336.0855       3.6636   388.3
1.5590        -332.4235    -336.0905       3.6670   388.6
1.5595        -332.4245    -336.0505       3.6260   384.3
1.5600        -332.4244    -335.9833       3.5589   377.2
1.5605        -332.4249    -335.9243       3.4994   370.9
1.5610        -332.4274    -335.9050       3.4775   368.5
1.5615        -332.4321    -335.9305       3.4984   370.8
1.5620        -332.4377    -335.9775       3.5398   375.1
1.5625        -332.4431    -336.0134       3.5702   378.4
1.5630        -332.4477    -336.0154       3.5677   378.1
1.5635        -332.4513    -335.9814       3.5301   374.1
1.5640        -332.4557    -335.9263       3.4705   367.8
1.5645        -332.4601    -335.8663       3.4062   361.0
1.5650        -332.4652    -335.8166       3.3514   355.2
1.5655        -332.4704    -335.7854       3.3150   351.3
1.5660        -332.4759    -335.7762       3.3004   349.8
1.5665        -332.4821    -335.7881       3.3061   350.4
1.5670        -332.4882    -335.8136       3.3254   352.4
1.5675        -332.4941    -335.8453       3.3512   355.2
1.5680        -332.5008    -335.8784       3.3776   358.0
1.5685        -332.5081    -335.9024       3.3943   359.7
1.5690        -332.5156    -335.9023       3.3868   358.9
1.5695        -332.5226    -335.8640       3.3414   354.1
1.5700        -332.5277    -335.7839       3.2562   345.1
1.5705        -332.5318    -335.6827       3.1508   333.9
1.5710        -332.5360    -335.5944       3.0585   324.1
1.5715        -332.5412    -335.5477       3.0065   318.6
1.5720        -332.5482    -335.5456       2.9975   317.7
1.5725        -332.5547    -335.5629       3.0081   318.8
1.5730        -332.5600    -335.5733       3.0133   319.3
1.5735        -332.5643    -335.5657       3.0013   318.1
1.5740        -332.5676    -335.5399       2.9723   315.0
1.5745        -332.5705    -335.5042       2.9337   310.9
1.5750        -332.5733    -335.4676       2.8943   306.7
1.5755        -332.5755    -335.4375       2.8620   303.3
1.5760        -332.5772    -335.4236       2.8464   301.7
1.5765        -332.5788    -335.4348       2.8559   302.7
1.5770        -332.5799    -335.4769       2.8969   307.0
1.5775        -332.5813    -335.5534       2.9721   315.0
1.5780        -332.5831    -335.6600       3.0769   326.1
1.5785        -332.5856    -335.7816       3.1961   338.7
1.5790        -332.5877    -335.8939       3.3062   350.4
1.5795        -332.5891    -335.9734       3.3843   358.7
1.5800        -332.5895    -336.0097       3.4201   362.5
1.5805        -332.5890    -336.0112       3.4222   362.7
1.5810        -332.5892    -336.0011       3.4119   361.6
1.5815        -332.5907    -335.9962       3.4055   360.9
1.5820        -332.5933    -335.9963       3.4031   360.6
1.5825        -332.5960    -335.9902       3.3942   359.7
1.5830        -332.5980    -335.9667       3.3687   357.0
1.5835        -332.5993    -335.9280       3.3287   352.8
1.5840        -332.6008    -335.8874       3.2866   348.3
1.5845        -332.6033    -335.8539       3.2506   344.5
1.5850        -332.6063    -335.8224       3.2161   340.8
1.5855        -332.6089    -335.7785       3.1696   335.9
1.5860        -332.6105    -335.7136       3.1031   328.9
1.5865        -332.6110    -335.6331       3.0220   320.3
1.5870        -332.6109    -335.5550       2.9441   312.0
1.5875        -332.6109    -335.5026       2.8917   306.5
1.5880        -332.6113    -335.4919       2.8806   305.3
1.5885        -332.6122    -335.5247       2.9125   308.7
1.5890        -332.6131    -335.5890       2.9759   315.4
1.5895        -332.6138    -335.6671       3.0534   323.6
1.5900        -332.6134    -335.7426       3.1292   331.6
1.5905        -332.6128    -335.8082       3.1954   338.6
1.5910        -332.6118    -335.8610       3.2491   344.3
1.5915        -332.6110    -335.9011       3.2901   348.7
1.5920        -332.6099    -335.9288       3.3190   351.7
1.5925        -332.6088    -335.9472       3.3383   353.8
1.5930        -332.6076    -335.9628       3.3552   355.6
1.5935        -332.6062    -335.9863       3.3801   358.2
1.5940        -332.6049    -336.0305       3.4256   363.0
1.5945        -332.6051    -336.1050       3.4999   370.9
1.5950        -332.6069    -336.2005       3.5936   380.8
1.5955        -332.6092    -336.2895       3.6803   390.0
1.5960        -332.6111    -336.3443       3.7332   395.6
1.5965        -332.6121    -336.3505       3.7384   396.2
1.5970        -332.6131    -336.3140       3.7010   392.2
1.5975        -332.6144    -336.2546       3.6402   385.8
1.5980        -332.6167    -336.1961       3.5794   379.3
1.5985        -332.6202    -336.1552       3.5351   374.6
1.5990        -332.6243    -336.1361       3.5118   372.2
1.5995        -332.6290    -336.1373       3.5083   371.8
1.6000        -332.6340    -336.1554       3.5214   373.2
1.6005        -332.6395    -336.1843       3.5448   375.7
1.6010        -332.6462    -336.2144       3.5683   378.2
1.6015        -332.6534    -336.2312       3.5778   379.2
1.6020        -332.6606    -336.2201       3.5595   377.2
1.6025        -332.6672    -336.1744       3.5071   371.7
1.6030        -332.6737    -336.1000       3.4263   363.1
1.6035        -332.6798    -336.0103       3.3305   353.0
1.6040        -332.6856    -335.9254       3.2398   343.3
1.6045        -332.6914    -335.8678       3.1764   336.6
1.6050        -332.6981    -335.8524       3.1543   334.3
1.6055        -332.7057    -335.8793       3.1736   336.3
1.6060        -332.7141    -335.9316       3.2175   341.0
1.6065        -332.7222    -335.9806       3.2583   345.3
1.6070        -332.7297    -336.0007       3.2710   346.6
1.6075        -332.7359    -335.9791       3.2433   343.7
1.6080        -332.7410    -335.9210       3.1800   337.0
1.6085        -332.7457    -335.8438       3.0981   328.3
1.6090        -332.7499    -335.7707       3.0208   320.1
1.6095        -332.7543    -335.7257       2.9715   314.9
1.6100        -332.7596    -335.7231       2.9635   314.1
1.6105        -332.7657    -335.7591       2.9934   317.2
1.6110        -332.7724    -335.8117       3.0393   322.1
1.6115        -332.7781    -335.8506       3.0725   325.6
1.6120        -332.7826    -335.8574       3.0748   325.9
1.6125        -332.7852    -335.8340       3.0487   323.1
1.6130        -332.7877    -335.8008       3.0131   319.3
1.6135        -332.7904    -335.7809       2.9905   316.9
1.6140        -332.7933    -335.7878       2.9945   317.4
1.6145        -332.7974    -335.8212       3.0239   320.5
1.6150        -332.8014    -335.8639       3.0625   324.6
1.6155        -332.8045    -335.8939       3.0894   327.4
1.6160        -332.8063    -335.9006       3.0943   327.9
1.6165        -332.8071    -335.8894       3.0822   326.6
1.6170        -332.8078    -335.8752       3.0674   325.1
1.6175        -332.8091    -335.8716       3.0625   324.6
1.6180        -332.8104    -335.8818       3.0714   325.5
1.6185        -332.8116    -335.9045       3.0929   327.8
1.6190        -332.8127    -335.9354       3.1227   330.9
1.6195        -332.8135    -335.9703       3.1568   334.6
1.6200        -332.8145    -336.0067       3.1922   338.3
1.6205        -332.8150    -336.0396       3.2246   341.7
1.6210        -332.8159    -336.0663       3.2504   344.5
1.6215        -332.8166    -336.0826       3.2660   346.1
1.6220        -332.8177    -336.0856       3.2679   346.3
1.6225        -332.8181    -336.0741       3.2560   345.1
1.6230        -332.8181    -336.0530       3.2349   342.8
1.6235        -332.8177    -336.0315       3.2138   340.6
1.6240        -332.8176    -336.0224       3.2048   339.6
1.6245        -332.8184    -336.0324       3.2140   340.6
1.6250        -332.8198    -336.0544       3.2346   342.8
1.6255        -332.8205    -336.0735       3.2530   344.7
1.6260        -332.8212    -336.0791       3.2578   345.3
1.6265        -332.8214    -336.0642       3.2428   343.7
1.6270        -332.8210    -336.0315       3.2105   340.2
1.6275        -332.8205    -335.9904       3.1699   335.9
1.6280        -332.8195    -335.9540       3.1345   332.2
1.6285        -332.8192    -335.9369       3.1177   330.4
1.6290        -332.8192    -335.9429       3.1237   331.0
1.6295        -332.8196    -335.9635       3.1438   333.2
1.6300        -332.8205    -335.9828       3.1623   335.1
1.6305        -332.8207    -335.9830       3.1624   335.1
1.6310        -332.8198    -335.9521       3.1323   332.0
1.6315        -332.8183    -335.8907       3.0724   325.6
1.6320        -332.8158    -335.8119       2.9962   317.5
1.6325        -332.8131    -335.7376       2.9245   309.9
1.6330        -332.8109    -335.6887       2.8778   305.0
1.6335        -332.8090    -335.6767       2.8678   303.9
1.6340        -332.8077    -335.6994       2.8917   306.5
1.6345        -332.8060    -335.7395       2.9335   310.9
1.6350        -332.8042    -335.7754       2.9712   314.9
1.6355        -332.8003    -335.7863       2.9860   316.5
1.6360        -332.7956    -335.7704       2.9748   315.3
1.6365        -332.7904    -335.7381       2.9477   312.4
1.6370        -332.7846    -335.7039       2.9194   309.4
1.6375        -332.7792    -335.6828       2.9036   307.7
1.6380        -332.7735    -335.6823       2.9089   308.3
1.6385        -332.7676    -335.7080       2.9405   311.6
1.6390        -332.7614    -335.7626       3.0011   318.1
1.6395        -332.7555    -335.8438       3.0883   327.3
1.6400        -332.7502    -335.9392       3.1890   338.0
1.6405        -332.7445    -336.0246       3.2801   347.6
1.6410        -332.7385    -336.0737       3.3352   353.5
1.6415        -332.7312    -336.0679       3.3367   353.6
1.6420        -332.7227    -336.0097       3.2870   348.3
1.6425        -332.7133    -335.9247       3.2114   340.3
1.6430        -332.7045    -335.8512       3.1466   333.5
1.6435        -332.6975    -335.8166       3.1191   330.5
1.6440        -332.6919    -335.8220       3.1301   331.7
1.6445        -332.6860    -335.8467       3.1607   335.0
1.6450        -332.6795    -335.8673       3.1877   337.8
1.6455        -332.6719    -335.8693       3.1974   338.9
1.6460        -332.6636    -335.8516       3.1880   337.9
1.6465        -332.6553    -335.8208       3.1655   335.5
1.6470        -332.6469    -335.7847       3.1378   332.5
1.6475        -332.6386    -335.7513       3.1127   329.9
1.6480        -332.6304    -335.7254       3.0950   328.0
1.6485        -332.6217    -335.7098       3.0881   327.3
1.6490        -332.6131    -335.7093       3.0962   328.1
1.6495        -332.6043    -335.7265       3.1223   330.9
1.6500        -332.5958    -335.7635       3.1677   335.7
1.6505        -332.5876    -335.8141       3.2265   341.9
1.6510        -332.5796    -335.8633       3.2837   348.0
1.6515        -332.5709    -335.8931       3.3223   352.1
1.6520        -332.5610    -335.8947       3.3337   353.3
1.6525        -332.5501    -335.8763       3.3262   352.5
1.6530        -332.5395    -335.8603       3.3208   351.9
1.6535        -332.5304    -335.8668       3.3364   353.6
1.6540        -332.5225    -335.8969       3.3744   357.6
1.6545        -332.5146    -335.9337       3.4192   362.4
1.6550        -332.5058    -335.9592       3.4534   366.0
1.6555        -332.4970    -335.9672       3.4703   367.8
1.6560        -332.4877    -335.9614       3.4737   368.1
1.6565        -332.4790    -335.9512       3.4722   368.0
1.6570        -332.4709    -335.9424       3.4714   367.9
1.6575        -332.4631    -335.9350       3.4719   367.9
1.6580        -332.4551    -335.9289       3.4737   368.1
1.6585        -332.4478    -335.9269       3.4791   368.7
1.6590        -332.4405    -335.9332       3.4927   370.1
1.6595        -332.4336    -335.9523       3.5187   372.9
1.6600        -332.4277    -335.9838       3.5561   376.9
1.6605        -332.4218    -336.0223       3.6005   381.6
1.6610        -332.4168    -336.0618       3.6450   386.3
1.6615        -332.4123    -336.0925       3.6802   390.0
1.6620        -332.4076    -336.1068       3.6992   392.0
1.6625        -332.4027    -336.1064       3.7037   392.5
1.6630        -332.3983    -336.1024       3.7041   392.5
1.6635        -332.3953    -336.1075       3.7122   393.4
1.6640        -332.3940    -336.1244       3.7304   395.3
1.6645        -332.3934    -336.1429       3.7495   397.4
1.6650        -332.3935    -336.1490       3.7554   398.0
1.6655        -332.3933    -336.1318       3.7385   396.2
1.6660        -332.3934    -336.0929       3.6995   392.1
1.6665        -332.3938    -336.0441       3.6503   386.8
1.6670        -332.3947    -336.0000       3.6053   382.1
1.6675        -332.3969    -335.9685       3.5716   378.5
1.6680        -332.3997    -335.9507       3.5511   376.3
1.6685        -332.4031    -335.9443       3.5412   375.3
1.6690        -332.4069    -335.9407       3.5338   374.5
1.6695        -332.4108    -335.9305       3.5197   373.0
1.6700        -332.4144    -335.9110       3.4966   370.6
1.6705        -332.4182    -335.8882       3.4701   367.7
1.6710        -332.4219    -335.8727       3.4508   365.7
1.6715        -332.4266    -335.8743       3.4476   365.4
1.6720        -332.4321    -335.8940       3.4619   366.9
1.6725        -332.4378    -335.9247       3.4869   369.5
1.6730        -332.4444    -335.9561       3.5116   372.2
1.6735        -332.4513    -335.9740       3.5227   373.3
1.6740        -332.4580    -335.9655       3.5075   371.7
1.6745        -332.4648    -335.9241       3.4593   366.6
1.6750        -332.4710    -335.8518       3.3808   358.3
1.6755        -332.4767    -335.7626       3.2859   348.2
1.6760        -332.4819    -335.6767       3.1948   338.6
1.6765        -332.4873    -335.6172       3.1299   331.7
1.6770        -332.4936    -335.6001       3.1065   329.2
1.6775        -332.5008    -335.6253       3.1245   331.1
1.6780        -332.5084    -335.6753       3.1670   335.6
1.6785        -332.5162    -335.7248       3.2086   340.0
1.6790        -332.5229    -335.7480       3.2250   341.8
1.6795        -332.5286    -335.7309       3.2024   339.4
1.6800        -332.5334    -335.6759       3.1425   333.0
1.6805        -332.5372    -335.5969       3.0597   324.3
1.6810        -332.5405    -335.5193       2.9788   315.7
1.6815        -332.5439    -335.4712       2.9273   310.2
1.6820        -332.5481    -335.4688       2.9207   309.5
1.6825        -332.5532    -335.5102       2.9570   313.4
1.6830        -332.5584    -335.5772       3.0187   319.9
1.6835        -332.5632    -335.6438       3.0805   326.5
1.6840        -332.5669    -335.6877       3.1208   330.7
1.6845        -332.5705    -335.6999       3.1293   331.6
1.6850        -332.5728    -335.6803       3.1075   329.3
1.6855        -332.5746    -335.6423       3.0677   325.1
1.6860        -332.5765    -335.6035       3.0270   320.8
1.6865        -332.5783    -335.5761       2.9977   317.7
1.6870        -332.5799    -335.5671       2.9871   316.6
1.6875        -332.5815    -335.5811       2.9996   317.9
1.6880        -332.5831    -335.6183       3.0352   321.7
1.6885        -332.5847    -335.6735       3.0888   327.3
1.6890        -332.5868    -335.7350       3.1482   333.6
1.6895        -332.5880    -335.7855       3.1974   338.9
1.6900        -332.5882    -335.8159       3.2277   342.1
1.6905        -332.5873    -335.8329       3.2456   344.0
1.6910        -332.5870    -335.8580       3.2709   346.6
1.6915        -332.5872    -335.9105       3.3233   352.2
1.6920        -332.5886    -335.9975       3.4089   361.3
1.6925        -332.5914    -336.1069       3.5154   372.6
1.6930        -332.5943    -336.2111       3.6167   383.3
1.6935        -332.5968    -336.2840       3.6871   390.8
1.6940        -332.5997    -336.3097       3.7099   393.2
1.6945        -332.6019    -336.2844       3.6825   390.3
1.6950        -332.6044    -336.2230       3.6186   383.5
1.6955        -332.6068    -336.1490       3.5421   375.4
1.6960        -332.6103    -336.0876       3.4773   368.5
1.6965        -332.6147    -336.0545       3.4397   364.5
1.6970        -332.6200    -336.0533       3.4333   363.9
1.6975        -332.6258    -336.0771       3.4513   365.8
1.6980        -332.6318    -336.1145       3.4828   369.1
1.6985        -332.6385    -336.1537       3.5152   372.5
1.6990        -332.6456    -336.1784       3.5328   374.4
1.6995        -332.6523    -336.1739       3.5216   373.2
1.7000        -332.6586    -336.1359       3.4773   368.5
1.7005        -332.6641    -336.0728       3.4087   361.2
1.7010        -332.6694    -336.0079       3.3386   353.8
1.7015        -332.6750    -335.9712       3.2962   349.3
1.7020        -332.6815    -335.9862       3.3047   350.2
1.7025        -332.6897    -336.0587       3.3690   357.0
1.7030        -332.6996    -336.1712       3.4716   367.9
1.7035        -332.7101    -336.2876       3.5775   379.1
1.7040        -332.7205    -336.3685       3.6480   386.6
1.7045        -332.7301    -336.3885       3.6584   387.7
1.7050        -332.7387    -336.3455       3.6069   382.2
1.7055        -332.7465    -336.2593       3.5128   372.3
1.7060        -332.7542    -336.1650       3.4109   361.5
1.7065        -332.7633    -336.0978       3.3345   353.4
1.7070        -332.7735    -336.0734       3.2999   349.7
1.7075        -332.7841    -336.0896       3.3055   350.3
1.7080        -332.7947    -336.1356       3.3409   354.1
1.7085        -332.8055    -336.2010       3.3955   359.8
1.7090        -332.8172    -336.2764       3.4592   366.6
1.7095        -332.8294    -336.3487       3.5194   373.0
1.7100        -332.8424    -336.4034       3.5609   377.4
1.7105        -332.8557    -336.4247       3.5690   378.2
1.7110        -332.8683    -336.4031       3.5347   374.6
1.7115        -332.8800    -336.3419       3.4619   366.9
1.7120        -332.8907    -336.2629       3.3722   357.4
1.7125        -332.9015    -336.2001       3.2986   349.6
1.7130        -332.9136    -336.1824       3.2688   346.4
1.7135        -332.9273    -336.2152       3.2879   348.4
1.7140        -332.9421    -336.2776       3.3355   353.5
1.7145        -332.9565    -336.3371       3.3806   358.3
1.7150        -332.9699    -336.3683       3.3984   360.2
1.7155        -332.9821    -336.3653       3.3832   358.5
1.7160        -332.9946    -336.3406       3.3459   354.6
1.7165        -333.0074    -336.3073       3.2999   349.7
1.7170        -333.0212    -336.2712       3.2500   344.4
1.7175        -333.0349    -336.2268       3.1920   338.3
1.7180        -333.0475    -336.1673       3.1198   330.6
1.7185        -333.0587    -336.0964       3.0377   321.9
1.7190        -333.0690    -336.0330       2.9640   314.1
1.7195        -333.0794    -335.9982       2.9187   309.3
1.7200        -333.0905    -336.0024       2.9119   308.6
1.7205        -333.1020    -336.0395       2.9375   311.3
1.7210        -333.1135    -336.0899       2.9763   315.4
1.7215        -333.1243    -336.1308       3.0065   318.6
1.7220        -333.1339    -336.1491       3.0153   319.5
1.7225        -333.1426    -336.1473       3.0047   318.4
1.7230        -333.1504    -336.1365       2.9861   316.5
1.7235        -333.1589    -336.1298       2.9709   314.8
1.7240        -333.1675    -336.1296       2.9621   313.9
1.7245        -333.1755    -336.1315       2.9560   313.3
1.7250        -333.1830    -336.1331       2.9501   312.6
1.7255        -333.1897    -336.1359       2.9462   312.2
1.7260        -333.1961    -336.1463       2.9502   312.6
1.7265        -333.2024    -336.1702       2.9678   314.5
1.7270        -333.2092    -336.2081       2.9989   317.8
1.7275        -333.2159    -336.2509       3.0350   321.6
1.7280        -333.2225    -336.2858       3.0632   324.6
1.7285        -333.2283    -336.3010       3.0727   325.6
1.7290        -333.2331    -336.2952       3.0622   324.5
1.7295        -333.2369    -336.2800       3.0430   322.5
1.7300        -333.2413    -336.2733       3.0319   321.3
1.7305        -333.2466    -336.2838       3.0373   321.9
1.7310        -333.2520    -336.3039       3.0519   323.4
1.7315        -333.2576    -336.3159       3.0584   324.1
1.7320        -333.2617    -336.3032       3.0415   322.3
1.7325        -333.2649    -336.2608       2.9958   317.5
1.7330        -333.2671    -336.1941       2.9270   310.2
1.7335        -333.2683    -336.1213       2.8530   302.4
1.7340        -333.2695    -336.0659       2.7964   296.3
1.7345        -333.2708    -336.0451       2.7744   294.0
1.7350        -333.2728    -336.0638       2.7910   295.8
1.7355        -333.2749    -336.1088       2.8340   300.3
1.7360        -333.2761    -336.1590       2.8829   305.5
1.7365        -333.2763    -336.1977       2.9214   309.6
1.7370        -333.2759    -336.2187       2.9428   311.9
1.7375        -333.2745    -336.2230       2.9485   312.5
1.7380        -333.2730    -336.2173       2.9443   312.0
1.7385        -333.2714    -336.2078       2.9364   311.2
1.7390        -333.2700    -336.1969       2.9269   310.2
1.7395        -333.2676    -336.1840       2.9164   309.1
1.7400        -333.2645    -336.1755       2.9109   308.5
1.7405        -333.2607    -336.1830       2.9222   309.7
1.7410        -333.2578    -336.2178       2.9600   313.7
1.7415        -333.2555    -336.2755       3.0200   320.0
1.7420        -333.2534    -336.3335       3.0801   326.4
1.7425        -333.2500    -336.3635       3.1135   330.0
1.7430        -333.2448    -336.3508       3.1060   329.2
1.7435        -333.2382    -336.3051       3.0669   325.0
1.7440        -333.2313    -336.2562       3.0250   320.6
1.7445        -333.2259    -336.2323       3.0064   318.6
1.7450        -333.2214    -336.2383       3.0169   319.7
1.7455        -333.2176    -336.2577       3.0401   322.2
1.7460        -333.2123    -336.2641       3.0519   323.4
1.7465        -333.2064    -336.2428       3.0363   321.8
1.7470        -333.1991    -336.1914       2.9923   317.1
1.7475        -333.1909    -336.1241       2.9332   310.9
1.7480        -333.1828    -336.0639       2.8812   305.3
1.7485        -333.1749    -336.0315       2.8566   302.7
1.7490        -333.1675    -336.0389       2.8714   304.3
1.7495        -333.1603    -336.0863       2.9260   310.1
1.7500        -333.1536    -336.1602       3.0066   318.6
1.7505        -333.1463    -336.2346       3.0883   327.3
1.7510        -333.1386    -336.2822       3.1436   333.2
1.7515        -333.1300    -336.2785       3.1485   333.7
1.7520        -333.1194    -336.2117       3.0922   327.7
1.7525        -333.1073    -336.0968       2.9895   316.8
1.7530        -333.0951    -335.9714       2.8762   304.8
1.7535        -333.0834    -335.8773       2.7939   296.1
1.7540        -333.0732    -335.8449       2.7717   293.7
1.7545        -333.0640    -335.8754       2.8115   298.0
1.7550        -333.0548    -335.9438       2.8890   306.2
1.7555        -333.0446    -336.0127       2.9681   314.6
1.7560        -333.0327    -336.0498       3.0171   319.7
1.7565        -333.0196    -336.0389       3.0193   320.0
1.7570        -333.0053    -335.9807       2.9753   315.3
1.7575        -332.9900    -335.8917       2.9017   307.5
1.7580        -332.9748    -335.8011       2.8263   299.5
1.7585        -332.9600    -335.7382       2.7781   294.4
1.7590        -332.9459    -335.7223       2.7764   294.2
