# Photoabsorption spectrum from real-time propagation
# GPAW version: 20.1.0
# Total time = 44.9700 fs, Time steps = [30.0000] as
# Kick = [1e-05, 0, 0]
# Gaussian folding, Width = 0.0600 eV = 0.002205 Hartree <=> FWHM = 0.141289 eV
#    om (eV)                  S_x                  S_y                  S_z
   15.700000     1.1871687134e-02    -0.0000000000e+00    -0.0000000000e+00
   15.750000     1.3603196413e-02    -0.0000000000e+00    -0.0000000000e+00
   15.800000     1.5075684396e-02     0.0000000000e+00    -0.0000000000e+00
   15.850000     1.5359829412e-02     0.0000000000e+00    -0.0000000000e+00
   15.900000     1.5207753528e-02     0.0000000000e+00    -0.0000000000e+00
   15.950000     1.5753634296e-02     0.0000000000e+00     0.0000000000e+00
   16.000000     1.7023165942e-02    -0.0000000000e+00     0.0000000000e+00
   16.050000     1.8106732931e-02    -0.0000000000e+00     0.0000000000e+00
   16.100000     1.8085261018e-02    -0.0000000000e+00     0.0000000000e+00
   16.150000     1.6246111873e-02    -0.0000000000e+00     0.0000000000e+00
   16.200000     1.4166394007e-02    -0.0000000000e+00     0.0000000000e+00
   16.250000     1.2668231802e-02     0.0000000000e+00    -0.0000000000e+00
   16.300000     1.3646809568e-02     0.0000000000e+00    -0.0000000000e+00
   16.350000     1.6400011186e-02    -0.0000000000e+00    -0.0000000000e+00
   16.400000     1.8103189783e-02    -0.0000000000e+00    -0.0000000000e+00
   16.450000     1.8631824080e-02    -0.0000000000e+00    -0.0000000000e+00
   16.500000     2.0612528833e-02    -0.0000000000e+00     0.0000000000e+00
   16.550000     2.4742196853e-02    -0.0000000000e+00     0.0000000000e+00
   16.600000     2.6520198982e-02     0.0000000000e+00     0.0000000000e+00
   16.650000     2.4064677338e-02     0.0000000000e+00     0.0000000000e+00
   16.700000     2.0539350449e-02     0.0000000000e+00     0.0000000000e+00
   16.750000     1.7662535815e-02     0.0000000000e+00     0.0000000000e+00
   16.800000     1.4943337374e-02     0.0000000000e+00     0.0000000000e+00
   16.850000     1.3544063967e-02     0.0000000000e+00     0.0000000000e+00
   16.900000     1.3383769784e-02     0.0000000000e+00    -0.0000000000e+00
   16.950000     1.3863835971e-02     0.0000000000e+00    -0.0000000000e+00
   17.000000     1.4603720879e-02     0.0000000000e+00    -0.0000000000e+00
   17.050000     1.4614887410e-02     0.0000000000e+00     0.0000000000e+00
   17.100000     1.3071024959e-02    -0.0000000000e+00    -0.0000000000e+00
   17.150000     1.1629100422e-02    -0.0000000000e+00    -0.0000000000e+00
   17.200000     1.2240849298e-02    -0.0000000000e+00    -0.0000000000e+00
   17.250000     1.3791031039e-02    -0.0000000000e+00    -0.0000000000e+00
   17.300000     1.4383154774e-02    -0.0000000000e+00    -0.0000000000e+00
   17.350000     1.3748852872e-02    -0.0000000000e+00    -0.0000000000e+00
   17.400000     1.3306493686e-02    -0.0000000000e+00    -0.0000000000e+00
   17.450000     1.2486974244e-02     0.0000000000e+00     0.0000000000e+00
   17.500000     1.1103928781e-02    -0.0000000000e+00     0.0000000000e+00
   17.550000     9.8211821773e-03    -0.0000000000e+00    -0.0000000000e+00
   17.600000     1.0069293214e-02    -0.0000000000e+00    -0.0000000000e+00
